2014-01-01,14236.8949842453
2014-02-01,4519.89195883274
2014-03-01,55691.0094711781
2014-04-01,28295.344894886
2014-05-01,23648.2868702412
2014-06-01,34595.1274838448
2014-07-01,33946.3927909136
2014-08-01,27909.4681773186
2014-09-01,81777.3513105512
2014-10-01,31453.3927481174
2014-11-01,78628.7165292501
2014-12-01,69545.6202806234
2015-01-01,18174.0755178928
2015-02-01,11951.4109165668
2015-03-01,38726.25218153
2015-04-01,34195.2084971666
2015-05-01,30131.6868264675
2015-06-01,24797.2919781804
2015-07-01,28765.3249256611
2015-08-01,36898.3321795464
2015-09-01,64595.9182552099
2015-10-01,31404.923363924
2015-11-01,75972.5631457567
2015-12-01,74919.5215156078
2016-01-01,18542.4910029173
2016-02-01,22978.8151884079
2016-03-01,51715.8751164675
2016-04-01,38750.0386896133
2016-05-01,56987.7272846699
2016-06-01,40344.5338503718
2016-07-01,39261.9630224705
2016-08-01,31115.3742319345
2016-09-01,73410.024766922
2016-10-01,59687.74467659
2016-11-01,79411.9655240774
2016-12-01,96999.0428646803
2017-01-01,43971.3735375404
2017-02-01,20301.1333481073
2017-03-01,58872.3525214195
2017-04-01,36521.5361158848
2017-05-01,44261.1099559069
2017-06-01,52981.725668788
2017-07-01,45264.415922761
2017-08-01,63120.8877636194
2017-09-01,87866.6517419815
2017-10-01,77776.9230260849
2017-11-01,118447.824670434
2017-12-01,83829.318554163
